ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2004-08-13,13.717936324984192,11.457445090851552,17.378168917659938,13.717936324984192,13.717936324984192,0.7727426305477628,0.7727426305477628,0.7727426305477628,0.6442113408394475,0.6442113408394475,0.6442113408394475,0.1285312897083154,0.1285312897083154,0.1285312897083154,0.0,0.0,0.0,14.490678955531955
2004-08-16,13.701851429039223,11.488679145954858,17.385905669378992,13.701851429039223,13.701851429039223,0.7001496466098341,0.7001496466098341,0.7001496466098341,0.6113980908413521,0.6113980908413521,0.6113980908413521,0.08875155576848211,0.08875155576848211,0.08875155576848211,0.0,0.0,0.0,14.402001075649057
2004-08-17,13.696489797057568,11.153036626242073,17.278190642157377,13.696489797057568,13.696489797057568,0.6809854275629361,0.6809854275629361,0.6809854275629361,0.6084948208271174,0.6084948208271174,0.6084948208271174,0.07249060673581875,0.07249060673581875,0.07249060673581875,0.0,0.0,0.0,14.377475224620504
2004-08-18,13.69112816507591,11.280050439657888,17.349112274286803,13.69112816507591,13.69112816507591,0.6854317175110298,0.6854317175110298,0.6854317175110298,0.630374847826722,0.630374847826722,0.630374847826722,0.055056869684307834,0.055056869684307834,0.055056869684307834,0.0,0.0,0.0,14.376559882586939
2004-08-19,13.685766533094254,11.064999390821399,17.285115287807983,13.685766533094254,13.685766533094254,0.6603850641851666,0.6603850641851666,0.6603850641851666,0.6237206475627668,0.6237206475627668,0.6237206475627668,0.036664416622399804,0.036664416622399804,0.036664416622399804,0.0,0.0,0.0,14.346151597279421
2004-08-20,13.680404901112597,11.394452078630717,17.376127926555213,13.680404901112597,13.680404901112597,0.6617435959123112,0.6617435959123112,0.6617435959123112,0.6442113408379141,0.6442113408379141,0.6442113408379141,0.017532255074397218,0.017532255074397218,0.017532255074397218,0.0,0.0,0.0,14.342148497024908
2004-08-23,13.66432000516763,11.165225722973378,17.023354308480645,13.66432000516763,13.66432000516763,0.5692605924626706,0.5692605924626706,0.5692605924626706,0.6113980908396814,0.6113980908396814,0.6113980908396814,-0.042137498377010835,-0.042137498377010835,-0.042137498377010835,0.0,0.0,0.0,14.2335805976303
2004-08-24,13.658958373185975,11.226851505020052,17.199741968729594,13.658958373185975,13.658958373185975,0.5463918930410775,0.5463918930410775,0.5463918930410775,0.608494820828569,0.608494820828569,0.608494820828569,-0.06210292778749149,-0.06210292778749149,-0.06210292778749149,0.0,0.0,0.0,14.205350266227052
2004-08-25,13.65359674120432,11.096643106854318,17.169305330556355,13.65359674120432,13.65359674120432,0.5485762329413024,0.5485762329413024,0.5485762329413024,0.6303748478267394,0.6303748478267394,0.6303748478267394,-0.08179861488543698,-0.08179861488543698,-0.08179861488543698,0.0,0.0,0.0,14.202172974145622
2004-08-26,13.64823510922266,11.292741940321926,17.168873449423764,13.64823510922266,13.64823510922266,0.5226533448809781,0.5226533448809781,0.5226533448809781,0.6237206475633895,0.6237206475633895,0.6237206475633895,-0.10106730268241142,-0.10106730268241142,-0.10106730268241142,0.0,0.0,0.0,14.17088845410364
2004-08-27,13.642873477241006,11.379762466428355,17.409037093131037,13.642873477241006,13.642873477241006,0.524437757766204,0.524437757766204,0.524437757766204,0.6442113408363804,0.6442113408363804,0.6442113408363804,-0.11977358307017637,-0.11977358307017637,-0.11977358307017637,0.0,0.0,0.0,14.16731123500721
2004-08-30,13.626788581296037,11.284122706552617,16.85224718184839,13.626788581296037,13.626788581296037,0.4398728910942998,0.4398728910942998,0.4398728910942998,0.6113980908395772,0.6113980908395772,0.6113980908395772,-0.17152519974527736,-0.17152519974527736,-0.17152519974527736,0.0,0.0,0.0,14.066661472390336
2004-08-31,13.621426949314381,11.084333194891558,16.859385913261807,13.621426949314381,13.621426949314381,0.42138022846769635,0.42138022846769635,0.42138022846769635,0.60849482082794,0.60849482082794,0.60849482082794,-0.18711459236024375,-0.18711459236024375,-0.18711459236024375,0.0,0.0,0.0,14.042807177782077
2004-09-01,13.616065317332724,10.86447821191354,17.071067697017554,13.616065317332724,13.616065317332724,0.42854185186485677,0.42854185186485677,0.42854185186485677,0.6303748478267569,0.6303748478267569,0.6303748478267569,-0.20183299596190016,-0.20183299596190016,-0.20183299596190016,0.0,0.0,0.0,14.044607169197581
2004-09-02,13.61070368535107,11.018414763413734,17.12756697210758,13.61070368535107,13.61070368535107,0.40802911713400514,0.40802911713400514,0.40802911713400514,0.6237206475640121,0.6237206475640121,0.6237206475640121,-0.21569153043000702,-0.21569153043000702,-0.21569153043000702,0.0,0.0,0.0,14.018732802485074
2004-09-03,13.605342053369412,11.225653314595947,17.17786817501391,13.605342053369412,13.605342053369412,0.41548881854253117,0.41548881854253117,0.41548881854253117,0.6442113408380695,0.6442113408380695,0.6442113408380695,-0.22872252229553838,-0.22872252229553838,-0.22872252229553838,0.0,0.0,0.0,14.020830871911944
2004-09-07,13.583895525442786,10.913736587953574,16.938034983395458,13.583895525442786,13.583895525442786,0.33467559372497047,0.33467559372497047,0.33467559372497047,0.6084948208273115,0.6084948208273115,0.6084948208273115,-0.2738192271023411,-0.2738192271023411,-0.2738192271023411,0.0,0.0,0.0,13.918571119167757
2004-09-08,13.578533893461131,10.996442862188179,17.064367901039088,13.578533893461131,13.578533893461131,0.3466174419188319,0.3466174419188319,0.3466174419188319,0.6303748478267277,0.6303748478267277,0.6303748478267277,-0.2837574059078957,-0.2837574059078957,-0.2837574059078957,0.0,0.0,0.0,13.925151335379963
